calcPhase t x y theta P11 P12 P13 P22 P23 P33 U1 U2 y1 y2
2 27.400000 -85.385541 78.243377 5.489663 9.725076 -11.105572 0.089810 36.410435 -0.079243 0.007001 0.000000 0.000000 80.000000 -30.000000 
3 27.400000 -85.705844 77.680900 5.461533 9.061674 -12.025861 0.035913 33.856926 -0.176792 0.002216 0.000000 0.000000 0.000000 0.000000 
2 27.400000 -85.705844 77.680900 5.461533 9.061674 -12.025861 0.035913 33.856926 -0.176792 0.002216 0.000000 0.000000 80.000000 35.000000 
1 27.600000 -77.528344 68.887873 5.461533 10.936453 -14.279995 0.055395 32.352998 -0.158674 0.002953 12.007865 -0.000000 0.000000 0.000000 
2 27.600000 -77.528344 68.887873 5.461533 10.936453 -14.279995 0.055395 32.352998 -0.158674 0.002953 0.000000 0.000000 80.000000 -35.000000 
3 27.600000 -77.146227 69.338152 5.491369 10.630943 -14.178222 0.041222 31.845929 -0.163874 0.002087 0.000000 0.000000 0.000000 0.000000 
1 27.800000 -69.764572 61.861138 5.518173 12.544084 -16.097773 0.056409 30.590216 -0.148055 0.002824 10.506882 0.026803 0.000000 0.000000 
1 28.000000 -64.350724 56.663637 5.598583 14.530120 -17.526771 0.069812 29.888368 -0.131637 0.003561 7.504916 0.080410 0.000000 0.000000 
1 28.200000 -57.374122 50.968619 5.598583 16.827788 -18.780131 0.090092 29.149180 -0.106792 0.004298 9.005899 0.000000 0.000000 0.000000 
2 28.200000 -57.374122 50.968619 5.598583 16.827788 -18.780131 0.090092 29.149180 -0.106792 0.004298 0.000000 0.000000 80.000000 -5.000000 
3 28.200000 -57.247387 51.129929 5.613838 16.387890 -18.744670 0.063380 28.639173 -0.126991 0.001691 0.000000 0.000000 0.000000 0.000000 
1 28.400000 -47.830494 43.679362 5.613838 18.847624 -20.099996 0.075977 27.287184 -0.111069 0.002428 12.007865 -0.000000 0.000000 0.000000 
1 28.600000 -38.413601 36.228794 5.613838 21.535987 -21.166354 0.094066 26.300428 -0.088207 0.003165 12.007865 0.000000 0.000000 0.000000 
1 28.800000 -30.173819 29.709548 5.640642 24.327259 -21.871641 0.113992 25.870372 -0.061586 0.003902 10.506882 0.026803 0.000000 0.000000 
1 29.000000 -20.560633 22.514030 5.640642 27.651064 -22.057836 0.142068 25.876813 -0.024076 0.004639 12.007865 0.000000 0.000000 0.000000 
2 29.000000 -20.560633 22.514030 5.640642 27.651064 -22.057836 0.142068 25.876813 -0.024076 0.004639 0.000000 0.000000 80.000000 30.000000 
3 29.000000 -21.152854 22.252647 5.617521 25.513613 -22.853030 0.062538 24.909955 -0.071412 0.001210 0.000000 0.000000 0.000000 0.000000 
1 29.200000 -15.250190 17.617745 5.590717 27.509870 -23.936180 0.068337 25.067413 -0.064421 0.001947 7.504916 -0.026803 0.000000 0.000000 
2 29.200000 -15.250190 17.617745 5.590717 27.509870 -23.936180 0.068337 25.067413 -0.064421 0.001947 0.000000 0.000000 80.000000 35.000000 
3 29.200000 -16.128355 17.799824 5.566108 26.452012 -23.566904 0.044199 24.754291 -0.062759 0.001148 0.000000 0.000000 0.000000 0.000000 
1 29.400000 -16.128355 17.799824 5.566108 27.765054 -24.711757 0.044199 25.752499 -0.062759 0.001885 0.000000 0.000000 0.000000 0.000000 
2 29.400000 -16.128355 17.799824 5.566108 27.765054 -24.711757 0.044199 25.752499 -0.062759 0.001885 0.000000 0.000000 80.000000 35.000000 
3 29.400000 -16.545066 18.042680 5.555160 26.995258 -24.212130 0.027705 25.366884 -0.056543 0.001203 0.000000 0.000000 0.000000 0.000000 
1 29.600000 -13.183660 15.046433 5.581963 28.515646 -25.408330 0.031201 25.954049 -0.052403 0.001940 4.502949 0.026803 0.000000 0.000000 
1 29.800000 -13.183660 15.046433 5.581963 29.864906 -26.547617 0.031201 26.916039 -0.052403 0.002677 0.000000 0.000000 0.000000 0.000000 
1 30.000000 -10.889994 13.109709 5.581963 31.345065 -27.704935 0.036386 27.651727 -0.046262 0.003414 3.001966 0.000000 0.000000 0.000000 
1 30.200000 -10.889994 13.109709 5.581963 32.694325 -28.844222 0.036386 28.613717 -0.046262 0.004151 0.000000 0.000000 0.000000 0.000000 
1 30.400000 -9.743161 12.141347 5.555160 34.059085 -29.993036 0.040533 29.538572 -0.041610 0.004888 1.500983 -0.026803 0.000000 0.000000 
1 30.600000 -7.502223 10.143849 5.555160 35.528455 -31.111465 0.050297 30.399941 -0.030656 0.005625 3.001966 -0.000000 0.000000 0.000000 
1 30.800000 -7.502223 10.143849 5.555160 36.816393 -32.259490 0.050297 31.423253 -0.030656 0.006362 0.000000 0.000000 0.000000 0.000000 
1 31.000000 -1.899879 5.150102 5.528357 38.728122 -33.116800 0.083013 32.363233 0.004124 0.007099 7.504916 -0.026803 0.000000 0.000000 
2 31.000000 -1.899879 5.150102 5.528357 38.728122 -33.116800 0.083013 32.363233 0.004124 0.007099 0.000000 0.000000 80.000000 -5.000000 
3 31.000000 -1.837828 5.117195 5.529984 36.744568 -32.597454 -0.003979 31.707645 -0.007239 0.001041 0.000000 0.000000 0.000000 0.000000 
1 31.200000 -1.837828 5.117195 5.529984 37.974555 -33.750684 -0.003979 32.788907 -0.007239 0.001778 0.000000 0.000000 0.000000 0.000000 
2 31.200000 -1.837828 5.117195 5.529984 37.974555 -33.750684 -0.003979 32.788907 -0.007239 0.001778 0.000000 0.000000 80.000000 -5.000000 
3 31.200000 -1.798369 5.081701 5.530121 37.168250 -33.060569 -0.010891 32.134237 -0.008799 0.000846 0.000000 0.000000 0.000000 0.000000 
1 31.400000 -0.703257 4.055212 5.503318 38.314609 -34.236081 -0.009998 33.259263 -0.007896 0.001583 1.500983 -0.026803 0.000000 0.000000 
2 31.400000 -0.703257 4.055212 5.503318 38.314609 -34.236081 -0.009998 33.259263 -0.007896 0.001583 0.000000 0.000000 80.000000 -5.000000 
3 31.400000 -0.476379 3.915559 5.517169 37.372956 -33.416928 -0.021182 32.530552 -0.001284 0.000847 0.000000 0.000000 0.000000 0.000000 
1 31.600000 3.850522 -0.246788 5.517169 38.411713 -34.653421 -0.017655 33.646143 0.002382 0.001584 6.003933 0.000000 0.000000 0.000000 
2 31.600000 3.850522 -0.246788 5.517169 38.411713 -34.653421 -0.017655 33.646143 0.002382 0.001584 0.000000 0.000000 80.000000 -5.000000 
3 31.600000 3.791404 -0.149210 5.523569 37.622050 -33.928807 -0.019630 32.951266 -0.000332 0.000895 0.000000 0.000000 0.000000 0.000000 
1 31.800000 3.791404 -0.149210 5.523569 38.837236 -35.082896 -0.019630 34.047330 -0.000332 0.001632 0.000000 0.000000 0.000000 0.000000 
2 31.800000 3.791404 -0.149210 5.523569 38.837236 -35.082896 -0.019630 34.047330 -0.000332 0.001632 0.000000 0.000000 80.000000 -5.000000 
3 31.800000 3.708390 -0.061212 5.526774 38.034355 -34.328001 -0.018461 33.330246 -0.003697 0.000928 0.000000 0.000000 0.000000 0.000000 
1 32.000000 3.708390 -0.061212 5.526774 39.256939 -35.481684 -0.018461 34.418912 -0.003697 0.001665 0.000000 0.000000 0.000000 0.000000 
2 32.000000 3.708390 -0.061212 5.526774 39.256939 -35.481684 -0.018461 34.418912 -0.003697 0.001665 0.000000 0.000000 80.000000 -5.000000 
3 32.000000 3.627342 0.017192 5.528389 38.434147 -34.708822 -0.016779 33.691188 -0.006400 0.000945 0.000000 0.000000 0.000000 0.000000 
1 32.200000 4.720674 -1.011192 5.555192 39.689586 -35.880974 -0.015835 34.701271 -0.005341 0.001682 1.500983 0.026803 0.000000 0.000000 
2 32.200000 4.720674 -1.011192 5.555192 39.689586 -35.880974 -0.015835 34.701271 -0.005341 0.001682 0.000000 0.000000 80.000000 -5.000000 
3 32.200000 4.787910 -1.096255 5.542978 38.713539 -34.950399 -0.005885 33.812007 -0.015951 0.000963 0.000000 0.000000 0.000000 0.000000 
1 32.400000 5.896129 -2.108580 5.516175 39.900439 -36.127133 -0.004881 34.891793 -0.014910 0.001700 1.500983 -0.026803 0.000000 0.000000 
2 32.400000 5.896129 -2.108580 5.516175 39.900439 -36.127133 -0.004881 34.891793 -0.014910 0.001700 0.000000 0.000000 80.000000 -5.000000 
3 32.400000 5.850155 -2.052300 5.522789 38.948909 -35.254624 -0.013689 34.089173 -0.008113 0.000981 0.000000 0.000000 0.000000 0.000000 
1 32.600000 8.025269 -4.121281 5.522789 40.109848 -36.450953 -0.011660 35.156383 -0.005980 0.001718 3.001966 -0.000000 0.000000 0.000000 
2 32.600000 8.025269 -4.121281 5.522789 40.109848 -36.450953 -0.011660 35.156383 -0.005980 0.001718 0.000000 0.000000 80.000000 -5.000000 
3 32.600000 7.865485 -3.960852 5.526204 39.239131 -35.644727 -0.014478 34.402814 -0.005595 0.001008 0.000000 0.000000 0.000000 0.000000 
1 32.800000 8.956568 -4.991623 5.499400 40.368933 -36.820531 -0.013410 35.543954 -0.004523 0.001745 1.500983 -0.026803 0.000000 0.000000 
2 32.800000 8.956568 -4.991623 5.499400 40.368933 -36.820531 -0.013410 35.543954 -0.004523 0.001745 0.000000 0.000000 80.000000 -5.000000 
3 32.800000 8.958888 -4.955340 5.513446 39.358029 -35.899031 -0.023282 34.699355 0.002797 0.001035 0.000000 0.000000 0.000000 0.000000 
